enhancer_chr,enhancer_chr_start,enhancer_chr_end,enhancer_id,promoter_chr,promoter_chr_start,promoter_chr_end,promoter_id,ENSG,gene_id,gene_type,reads_count,P-value,cell_line,methods
chr8,125586370,125764669,K562_SE_699,chr4,53517757,53530573,K562_MPT_9788,ENSG00000109189.8,USP46,protein_coding,6,0.00863,K562,KARR-seq
chr11,5505203,5522246,K562_TE_3585,chr22,21331044,21341620,K562_MPT_8575,ENSG00000272829.1,XXbac-B135H6.18,lncRNA,6,0.00863,K562,KARR-seq
chr1,91440065,91440628,K562_TE_1060,chr11,66355292,66372505,K562_MPT_2362,ENSG00000182791.3,CCDC87,protein_coding,6,0.00863,K562,KARR-seq
chr17,28570449,28580656,K562_TE_8966,chr7,44831279,44841280,K562_MPT_11707,ENSG00000196262.9,PPIA,protein_coding,6,0.00863,K562,KARR-seq
chr7,137562724,137588922,K562_TE_20542,chr1,109501072,109511111,K562_MPT_705,ENSG00000162641.14,AKNAD1,protein_coding,6,0.00863,K562,KARR-seq
chr7,97803980,97816438,K562_TE_20126,chr5,134235596,134245810,K562_MPT_10515,ENSG00000132570.10,PCBD2,protein_coding,6,0.00863,K562,KARR-seq
chr6,13694850,13705242,K562_TE_18141,chr20,62521518,62531535,K562_MPT_8360,ENSG00000101152.6,DNAJC5,protein_coding,6,0.00863,K562,KARR-seq
chr6,4781409,4817806,K562_TE_18047,chr19,56083780,56097211,K562_MPT_7015,ENSG00000218891.2,ZNF579,protein_coding,6,0.00863,K562,KARR-seq
chr2,33329057,33348846,K562_TE_11271,chr11,57188329,57200053,K562_MPT_2219,ENSG00000134802.13,SLC43A3,protein_coding,6,0.00863,K562,KARR-seq
chr12,116553715,116655574,K562_TE_5637,chr11,85333314,85344674,K562_MPT_2506,ENSG00000171204.8,TMEM126B,protein_coding,6,0.00863,K562,KARR-seq
chr16,21510171,21577629,K562_SE_267,chr1,184718701,184729047,K562_MPT_1145,ENSG00000116406.14,EDEM3,protein_coding,6,0.00863,K562,KARR-seq
chr7,107135233,107136200,K562_TE_20288,chr13,79974923,79985499,K562_MPT_3597,ENSG00000227354.2,RBM26-AS1,lncRNA,6,0.00863,K562,KARR-seq
chr10,72408913,72460324,K562_SE_139,chr1,54298940,54312220,K562_MPT_532,ENSG00000229687.2,RP4-654H19.2,pseudogene,6,0.00863,K562,KARR-seq
chr14,100854389,100891668,K562_TE_6906,chr10,74851608,74861732,K562_MPT_1710,ENSG00000122884.8,P4HA1,protein_coding,6,0.00863,K562,KARR-seq
chr1,19732221,19805013,K562_TE_260,chr9,134140880,134156934,K562_MPT_13183,ENSG00000126882.8,FAM78A,protein_coding,6,0.00863,K562,KARR-seq
chr5,53545021,53626040,K562_SE_532,chr10,72159135,72169135,K562_MPT_1690,ENSG00000148730.6,EIF4EBP2,protein_coding,6,0.00863,K562,KARR-seq
chr22,19852170,19880732,K562_TE_13796,chr1,115295585,115306297,K562_MPT_764,ENSG00000009307.11,CSDE1,protein_coding,6,0.00863,K562,KARR-seq
chrX,109379561,109445287,K562_TE_23114,chr5,162859299,162873184,K562_MPT_10649,ENSG00000250061.1,RP11-541P9.3,lncRNA,6,0.00863,K562,KARR-seq
chr1,15835409,15842453,K562_TE_209,chrX,48548945,48560149,K562_MPT_13398,ENSG00000101945.12,SUV39H1,protein_coding,6,0.00863,K562,KARR-seq
chr5,10360480,10376856,K562_TE_16849,chr12,21649485,21659749,K562_MPT_2822,ENSG00000111711.5,GOLT1B,protein_coding,6,0.00863,K562,KARR-seq
chr10,33226847,33239785,K562_TE_2727,chr19,41250458,41262114,K562_MPT_6727,ENSG00000077312.4,SNRPA,protein_coding,6,0.00863,K562,KARR-seq
chr15,67364799,67413034,K562_SE_250,chr2,27250822,27265743,K562_MPT_7164,ENSG00000119777.14,TMEM214,protein_coding,6,0.00863,K562,KARR-seq
chr6,15253980,15391637,K562_SE_569,chr1,87453692,87463765,K562_MPT_634,ENSG00000153936.12,HS2ST1,protein_coding,6,0.00863,K562,KARR-seq
chr15,67364799,67413034,K562_SE_250,chr1,93292582,93307846,K562_MPT_660,ENSG00000206680.1,SNORD21,snoRNA,6,0.00863,K562,KARR-seq
chr11,68840639,68843988,K562_TE_4140,chr5,154130135,154141734,K562_MPT_10623,ENSG00000155506.12,LARP1,protein_coding,6,0.00863,K562,KARR-seq
chr8,2620251,2646599,K562_TE_20766,chr18,77788891,77799466,K562_MPT_6150,ENSG00000101546.8,RBFA,protein_coding,6,0.00863,K562,KARR-seq
chr3,14479781,14500264,K562_TE_14386,chr2,242249515,242261476,K562_MPT_7978,ENSG00000168385.13,SEPT2,protein_coding,6,0.00863,K562,KARR-seq
chr2,168701147,168710637,K562_TE_12247,chrX,131152293,131162636,K562_MPT_13633,ENSG00000134602.11,MST4,protein_coding,6,0.00863,K562,KARR-seq
chr3,72476234,72511224,K562_TE_14861,chr8,38753753,38763862,K562_MPT_12358,ENSG00000169499.10,PLEKHA2,protein_coding,6,0.00863,K562,KARR-seq
chr1,145000455,145057474,K562_SE_64,chr5,39069491,39079510,K562_MPT_10222,ENSG00000164327.8,RICTOR,protein_coding,6,0.00863,K562,KARR-seq
chrX,123939320,123948509,K562_TE_23202,chr1,228317693,228342553,K562_MPT_1335,ENSG00000227625.2,RP11-520H14.1,pseudogene,6,0.00863,K562,KARR-seq
chr14,91262620,91277439,K562_SE_234,chr6,135497453,135522133,K562_MPT_11361,ENSG00000236703.1,MYB-AS1,lncRNA,6,0.00863,K562,KARR-seq
chr15,85152803,85192098,K562_TE_7691,chr15,75866630,75876630,K562_MPT_4424,ENSG00000169410.5,PTPN9,protein_coding,6,0.00863,K562,KARR-seq
chr1,16104375,16163662,K562_SE_9,chr1,54513865,54524807,K562_MPT_535,ENSG00000116205.6,TCEANC2,protein_coding,6,0.00863,K562,KARR-seq
chr19,1213459,1218470,K562_TE_10196,chr11,610626,620999,K562_MPT_1971,ENSG00000185507.15,IRF7,protein_coding,6,0.00863,K562,KARR-seq
chr7,111113516,111118771,K562_TE_20326,chr17,27164745,27174857,K562_MPT_5391,ENSG00000173065.9,FAM222B,protein_coding,6,0.00863,K562,KARR-seq
chr1,206822526,206911221,K562_SE_91,chr18,77788891,77799466,K562_MPT_6150,ENSG00000101546.8,RBFA,protein_coding,6,0.00863,K562,KARR-seq
chr4,174173254,174204196,K562_TE_16686,chr1,928431,960503,K562_MPT_20,ENSG00000224969.1,RP11-54O7.11,lncRNA,6,0.00863,K562,KARR-seq
chr3,47159228,47161172,K562_TE_14653,chr6,135366759,135381171,K562_MPT_11360,ENSG00000232876.1,CTA-212D2.2,lncRNA,6,0.00863,K562,KARR-seq
chr2,68410068,68424683,K562_TE_11582,chr1,154575682,154590067,K562_MPT_936,ENSG00000268141.1,AL606500.1,protein_coding,6,0.00863,K562,KARR-seq
chr8,128806089,129118955,K562_SE_701,chr14,53168890,53178940,K562_MPT_3815,ENSG00000100519.7,PSMC6,protein_coding,6,0.00863,K562,KARR-seq
chr16,85469848,85511839,K562_TE_8597,chr3,128874879,128887783,K562_MPT_9317,ENSG00000273437.1,RP11-434H6.7,lncRNA,6,0.00863,K562,KARR-seq
chr1,246294272,246388032,K562_SE_112,chr14,58746491,58771255,K562_MPT_3845,ENSG00000180189.9,HMGB1P14,pseudogene,6,0.00863,K562,KARR-seq
chr3,24525263,24525673,K562_TE_14466,chr15,32157880,32167880,K562_MPT_4141,ENSG00000169918.5,OTUD7A,protein_coding,6,0.00863,K562,KARR-seq
chr2,169664581,169681985,K562_TE_12259,chr5,131625136,131635964,K562_MPT_10486,ENSG00000197208.5,SLC22A4,protein_coding,6,0.00863,K562,KARR-seq
chr12,93754564,93822435,K562_TE_5413,chr14,100836279,100848142,K562_MPT_4034,ENSG00000140105.13,WARS,protein_coding,6,0.00863,K562,KARR-seq
chr6,111844966,111937208,K562_TE_18894,chr10,5926535,5941349,K562_MPT_1460,ENSG00000134452.15,FBXO18,protein_coding,6,0.00863,K562,KARR-seq
chr16,58293923,58318677,K562_TE_8386,chr4,68561871,68572113,K562_MPT_9816,ENSG00000248049.2,UBA6-AS1,lncRNA,6,0.00863,K562,KARR-seq
chr7,103621318,103650801,K562_TE_20235,chr6,28312691,28329048,K562_MPT_10923,ENSG00000235109.3,ZSCAN31,protein_coding,6,0.00863,K562,KARR-seq
chr1,109626153,109650176,K562_TE_1184,chr18,77705817,77716664,K562_MPT_6147,ENSG00000122490.14,PQLC1,protein_coding,6,0.00863,K562,KARR-seq
chr11,36111629,36148220,K562_SE_169,chrX,153620495,153645449,K562_MPT_13711,ENSG00000013563.9,DNASE1L1,protein_coding,6,0.00863,K562,KARR-seq
chr15,45360335,45384118,K562_TE_7242,chr15,75634296,75645740,K562_MPT_4420,ENSG00000140398.9,NEIL1,protein_coding,6,0.00863,K562,KARR-seq
chr4,40204872,40250619,K562_SE_510,chr22,22002270,22025358,K562_MPT_8590,ENSG00000100023.13,PPIL2,protein_coding,6,0.00863,K562,KARR-seq
chr9,72919258,72919652,K562_TE_22017,chr16,89038401,89055440,K562_MPT_5146,ENSG00000129993.10,CBFA2T3,protein_coding,6,0.00863,K562,KARR-seq
chr7,133176436,133176880,K562_TE_20497,chr3,196289181,196300559,K562_MPT_9596,ENSG00000174013.7,FBXO45,protein_coding,6,0.00863,K562,KARR-seq
chr1,12551402,12665350,K562_SE_5,chr11,62594513,62614281,K562_MPT_2275,ENSG00000162236.7,STX5,protein_coding,6,0.00863,K562,KARR-seq
chr8,56797452,56843556,K562_TE_21135,chr20,45971816,45990567,K562_MPT_8250,ENSG00000273451.1,RP4-569M23.4,lncRNA,6,0.00863,K562,KARR-seq
chr4,95428400,95483856,K562_SE_519,chr3,49193284,49214044,K562_MPT_9069,ENSG00000177352.9,CCDC71,protein_coding,6,0.00863,K562,KARR-seq
chr22,35604301,35637609,K562_TE_14017,chr22,50955954,50976009,K562_MPT_8849,ENSG00000177989.9,ODF3B,protein_coding,6,0.00863,K562,KARR-seq
chr12,7134597,7144430,K562_TE_4740,chr1,35492233,35502569,K562_MPT_365,ENSG00000271741.1,ZMYM6,protein_coding,6,0.00863,K562,KARR-seq
chr22,22170419,22216528,K562_SE_440,chr17,74717585,74739153,K562_MPT_5852,ENSG00000207556.1,MIR636,miRNA,6,0.00863,K562,KARR-seq
chr9,94618470,94683542,K562_SE_719,chr17,3862585,3872736,K562_MPT_5206,ENSG00000074370.13,ATP2A3,protein_coding,6,0.00863,K562,KARR-seq
chr12,23703856,23722777,K562_TE_4865,chr16,30361255,30399171,K562_MPT_4852,ENSG00000180035.6,ZNF48,protein_coding,6,0.00863,K562,KARR-seq
chr6,147532768,147547718,K562_TE_19148,chr6,26280737,26290762,K562_MPT_10882,ENSG00000158406.2,HIST1H4H,protein_coding,6,0.00863,K562,KARR-seq
chr11,33879660,33934760,K562_TE_3804,chr18,9907846,9928917,K562_MPT_5989,ENSG00000272799.1,RP11-474N24.6,lncRNA,6,0.00863,K562,KARR-seq
chr10,11916377,11968192,K562_SE_121,chr17,79929683,79940775,K562_MPT_5918,ENSG00000169696.11,ASPSCR1,protein_coding,6,0.00863,K562,KARR-seq
chr3,98292737,98306476,K562_TE_14916,chr12,56541040,56557180,K562_MPT_3038,ENSG00000092841.14,MYL6,protein_coding,6,0.00863,K562,KARR-seq
chr2,242549314,242569980,K562_TE_12871,chr3,13456809,13466809,K562_MPT_8910,ENSG00000132182.7,NUP210,protein_coding,6,0.00863,K562,KARR-seq
chr3,10017741,10022979,K562_SE_452,chr19,9924505,9951017,K562_MPT_6350,ENSG00000216102.1,AC008752.1,miRNA,6,0.00863,K562,KARR-seq
chr5,141497980,141508754,K562_TE_17666,chr6,26119138,26129431,K562_MPT_10875,ENSG00000180573.8,HIST1H2AC,protein_coding,6,0.00863,K562,KARR-seq
chr10,52069110,52199776,K562_SE_135,chr3,150121122,150133796,K562_MPT_9410,ENSG00000196428.8,TSC22D2,protein_coding,6,0.00863,K562,KARR-seq
chr18,9733561,9966563,K562_SE_328,chr11,65373772,65388244,K562_MPT_2334,ENSG00000197136.4,PCNXL3,protein_coding,6,0.00863,K562,KARR-seq
chrX,77173945,77218331,K562_TE_23042,chr5,137872400,137887992,K562_MPT_10533,ENSG00000120705.8,ETF1,protein_coding,6,0.00863,K562,KARR-seq
chr12,123535440,123612068,K562_TE_5749,chr6,12002903,12020820,K562_MPT_10821,ENSG00000095951.12,HIVEP1,protein_coding,6,0.00863,K562,KARR-seq
chr4,57290849,57296624,K562_TE_16059,chr5,41865132,41875621,K562_MPT_10231,ENSG00000083720.8,OXCT1,protein_coding,6,0.00863,K562,KARR-seq
chr7,139636070,139638854,K562_TE_20586,chr19,455996,465996,K562_MPT_6160,ENSG00000129946.6,SHC2,protein_coding,6,0.00863,K562,KARR-seq
chr3,196943327,196950302,K562_TE_15699,chr4,142137041,142147088,K562_MPT_10027,ENSG00000109445.6,ZNF330,protein_coding,6,0.00863,K562,KARR-seq
chr9,130871322,130880808,K562_TE_22492,chr2,122488381,122499679,K562_MPT_7601,ENSG00000155438.7,MKI67IP,protein_coding,6,0.00863,K562,KARR-seq
chr17,17594382,17616149,K562_TE_8854,chr19,792075,809940,K562_MPT_6171,ENSG00000265767.1,MIR4745,miRNA,6,0.00863,K562,KARR-seq
chr5,78429713,78440408,K562_TE_17236,chr11,111774991,111813151,K562_MPT_2584,ENSG00000149300.5,C11orf52,protein_coding,6,0.00863,K562,KARR-seq
chr2,159338674,159367342,K562_TE_12216,chr3,171752418,171763345,K562_MPT_9473,ENSG00000075420.8,FNDC3B,protein_coding,6,0.00863,K562,KARR-seq
chr4,144734915,144748061,K562_TE_16552,chr20,36147953,36163441,K562_MPT_8187,ENSG00000235044.1,PPIAP3,pseudogene,6,0.00863,K562,KARR-seq
chr2,198894123,198928263,K562_TE_12514,chr9,35727332,35737392,K562_MPT_12797,ENSG00000107175.6,CREB3,protein_coding,6,0.00863,K562,KARR-seq
chr6,147532768,147547718,K562_TE_19148,chr5,89849617,89859617,K562_MPT_10382,ENSG00000164199.11,GPR98,protein_coding,6,0.00863,K562,KARR-seq
chr17,4742401,4759726,K562_TE_8735,chr12,57876740,57888313,K562_MPT_3068,ENSG00000123329.13,ARHGAP9,protein_coding,6,0.00863,K562,KARR-seq
chr3,194196779,194215310,K562_TE_15646,chr1,46147208,46157886,K562_MPT_486,ENSG00000159596.6,TMEM69,protein_coding,6,0.00863,K562,KARR-seq
chr2,65568551,65649332,K562_SE_368,chr5,175869629,175883763,K562_MPT_10689,ENSG00000221373.1,AC010297.1,miRNA,6,0.00863,K562,KARR-seq
chr7,104985430,105018745,K562_TE_20253,chr9,101564981,101574981,K562_MPT_12990,ENSG00000119514.5,GALNT12,protein_coding,6,0.00863,K562,KARR-seq
chr21,44375528,44413383,K562_TE_13685,chr16,90031199,90044056,K562_MPT_5164,ENSG00000261317.1,RP11-566K11.5,lncRNA,6,0.00863,K562,KARR-seq
chr22,47194730,47212915,K562_TE_14237,chr19,51297379,51313186,K562_MPT_6920,ENSG00000167747.9,C19orf48,protein_coding,6,0.00863,K562,KARR-seq
chr6,26295397,26355127,K562_SE_578,chr1,84966974,84977248,K562_MPT_619,ENSG00000174021.6,GNG5,protein_coding,6,0.00863,K562,KARR-seq
chr1,169295472,169332009,K562_TE_1693,chr17,40434565,40445561,K562_MPT_5528,ENSG00000126561.12,STAT5A,protein_coding,6,0.00863,K562,KARR-seq
chr7,148543453,148572852,K562_TE_20642,chr3,58310692,58324033,K562_MPT_9139,ENSG00000168297.11,PXK,protein_coding,6,0.00863,K562,KARR-seq
chr2,46530420,46570715,K562_SE_364,chr16,2576409,2593165,K562_MPT_4639,ENSG00000205923.2,CEMP1,protein_coding,6,0.00863,K562,KARR-seq
chr18,12995729,12998974,K562_TE_9836,chr21,44308375,44318378,K562_MPT_8472,ENSG00000160194.13,NDUFV3,protein_coding,6,0.00863,K562,KARR-seq
chr6,28632682,28871154,K562_SE_587,chr6,154746629,154760207,K562_MPT_11438,ENSG00000153721.13,CNKSR3,protein_coding,6,0.00863,K562,KARR-seq
chr17,41392069,41411565,K562_SE_306,chr3,47547705,47560251,K562_MPT_9043,ENSG00000163832.11,ELP6,protein_coding,6,0.00863,K562,KARR-seq
chr4,74096422,74112627,K562_TE_16123,chr14,100065363,100075893,K562_MPT_4027,ENSG00000247970.2,RP11-543C4.1,lncRNA,6,0.00863,K562,KARR-seq
chr1,46491809,46505499,K562_TE_721,chr19,10390784,10406653,K562_MPT_6357,ENSG00000105371.8,ICAM4,protein_coding,6,0.00863,K562,KARR-seq
chr20,47900668,47920027,K562_TE_13310,chr16,87892245,87908094,K562_MPT_5131,ENSG00000103257.4,SLC7A5,protein_coding,6,0.00863,K562,KARR-seq
chr12,667968,737715,K562_SE_197,chr2,120975984,120985984,K562_MPT_7594,ENSG00000226479.3,TMEM185B,protein_coding,6,0.00863,K562,KARR-seq
chr1,8772242,8783488,K562_TE_115,chr1,90281427,90292480,K562_MPT_646,ENSG00000171492.10,LRRC8D,protein_coding,6,0.00863,K562,KARR-seq
chr10,101195658,101196600,K562_TE_3250,chr9,132592554,132602757,K562_MPT_13170,ENSG00000136819.10,C9orf78,protein_coding,6,0.00863,K562,KARR-seq
chr17,31110747,31179005,K562_TE_9008,chr12,56206493,56241734,K562_MPT_3031,ENSG00000123342.11,MMP19,protein_coding,6,0.00863,K562,KARR-seq
chr7,139636070,139638854,K562_TE_20586,chr10,102101147,102111881,K562_MPT_1834,ENSG00000099194.5,SCD,protein_coding,6,0.00863,K562,KARR-seq
chr8,74762445,74815785,K562_TE_21238,chr2,219182896,219204426,K562_MPT_7884,ENSG00000127838.9,PNKD,protein_coding,6,0.00863,K562,KARR-seq
chrX,138959514,138975123,K562_TE_23307,chr17,72194721,72216755,K562_MPT_5799,ENSG00000172809.8,RPL38,protein_coding,6,0.00863,K562,KARR-seq
chr1,184913105,184924063,K562_TE_1835,chr5,158629642,158642061,K562_MPT_10636,ENSG00000253256.1,CTB-11I22.1,lncRNA,6,0.00863,K562,KARR-seq
chr10,6193264,6238100,K562_TE_2481,chr22,19999331,20013678,K562_MPT_8553,ENSG00000099889.9,ARVCF,protein_coding,6,0.00863,K562,KARR-seq
chr16,85005811,85028834,K562_TE_8593,chr7,106296342,106306442,K562_MPT_11977,ENSG00000253276.1,CCDC71L,protein_coding,6,0.00863,K562,KARR-seq
chr2,160120647,160128994,K562_TE_12223,chr14,23283930,23304258,K562_MPT_3700,ENSG00000215306.1,AL135998.1,protein_coding,6,0.00863,K562,KARR-seq
chr1,246294272,246388032,K562_SE_112,chr6,112403716,112413841,K562_MPT_11290,ENSG00000074935.9,TUBE1,protein_coding,6,0.00863,K562,KARR-seq
chr9,127913188,127913703,K562_TE_22447,chr1,85720316,85734979,K562_MPT_625,ENSG00000200344.1,Y_RNA,misc_RNA,6,0.00863,K562,KARR-seq
chr6,20409590,20477001,K562_SE_576,chr19,42573823,42589259,K562_MPT_6751,ENSG00000268525.1,CTB-59C6.3,lncRNA,6,0.00863,K562,KARR-seq
chr12,50925657,51019968,K562_SE_203,chr4,52704229,52714745,K562_MPT_9787,ENSG00000109184.10,DCUN1D4,protein_coding,6,0.00863,K562,KARR-seq
chr20,49028702,49143683,K562_SE_413,chr19,34740442,34750502,K562_MPT_6610,ENSG00000166398.8,KIAA0355,protein_coding,6,0.00863,K562,KARR-seq
chr17,29028088,29038324,K562_TE_8979,chr19,14311981,14328864,K562_MPT_6445,ENSG00000072071.12,LPHN1,protein_coding,6,0.00863,K562,KARR-seq
chr9,4799120,4902541,K562_SE_709,chr12,49495469,49509681,K562_MPT_2934,ENSG00000139636.11,LMBR1L,protein_coding,6,0.00863,K562,KARR-seq
chr1,142804945,142848352,K562_TE_1329,chr17,57773786,57790083,K562_MPT_5715,ENSG00000062716.6,VMP1,protein_coding,6,0.00863,K562,KARR-seq
chr1,61569740,61673375,K562_SE_45,chr1,226182032,226192032,K562_MPT_1315,ENSG00000143751.9,SDE2,protein_coding,6,0.00863,K562,KARR-seq
chr8,41603873,41650110,K562_TE_21052,chr7,152449747,152461914,K562_MPT_12183,ENSG00000133627.13,ACTR3B,protein_coding,6,0.00863,K562,KARR-seq
chr20,45903009,45909933,K562_TE_13287,chr12,8083782,8093871,K562_MPT_2762,ENSG00000059804.11,SLC2A3,protein_coding,6,0.00863,K562,KARR-seq
chr20,45924291,45970176,K562_SE_408,chr3,47200066,47210987,K562_MPT_9039,ENSG00000227398.3,KIF9-AS1,lncRNA,6,0.00863,K562,KARR-seq
chr16,21510171,21577629,K562_SE_267,chr12,505742,515803,K562_MPT_2700,ENSG00000120647.5,CCDC77,protein_coding,6,0.00863,K562,KARR-seq
chr10,17428438,17488066,K562_SE_124,chr7,150768617,150789154,K562_MPT_12169,ENSG00000133612.14,AGAP3,protein_coding,6,0.00863,K562,KARR-seq
chr10,79728641,79746986,K562_SE_147,chr9,130205909,130219534,K562_MPT_13110,ENSG00000197958.8,RPL12,protein_coding,6,0.00863,K562,KARR-seq
chr8,126270829,126327886,K562_TE_21573,chr16,74592223,74602223,K562_MPT_5062,ENSG00000090863.7,GLG1,protein_coding,6,0.00863,K562,KARR-seq
chr4,79684477,79738669,K562_TE_16199,chr11,77343796,77353850,K562_MPT_2483,ENSG00000074201.4,CLNS1A,protein_coding,6,0.00863,K562,KARR-seq
chr16,9036727,9051644,K562_TE_7933,chr9,125127824,125142601,K562_MPT_13077,ENSG00000095303.10,PTGS1,protein_coding,6,0.00863,K562,KARR-seq
chr16,16081103,16127035,K562_SE_266,chr12,57108384,57125981,K562_MPT_3052,ENSG00000196531.6,NACA,protein_coding,6,0.00863,K562,KARR-seq
chr1,161082126,161082611,K562_TE_1606,chr8,142427007,142437118,K562_MPT_12653,ENSG00000184489.7,PTP4A3,protein_coding,6,0.00863,K562,KARR-seq
chr8,144360038,144364442,K562_SE_706,chr1,150332126,150342187,K562_MPT_879,ENSG00000163125.11,RPRD2,protein_coding,6,0.00863,K562,KARR-seq
chr17,47095597,47106011,K562_TE_9248,chr16,69593997,69605254,K562_MPT_5033,ENSG00000102908.16,NFAT5,protein_coding,6,0.00863,K562,KARR-seq
chr19,10969113,11002643,K562_TE_10366,chr3,42840925,42855984,K562_MPT_9007,ENSG00000144648.10,ACKR2,protein_coding,6,0.00863,K562,KARR-seq
chr7,86997073,87022634,K562_TE_20066,chr2,128843782,128853885,K562_MPT_7615,ENSG00000136731.8,UGGT1,protein_coding,6,0.00863,K562,KARR-seq
chr21,38744669,38835594,K562_SE_428,chr3,44661289,44675480,K562_MPT_9017,ENSG00000233509.2,ZNF197-AS1,lncRNA,6,0.00863,K562,KARR-seq
chr2,38579728,38594520,K562_TE_11311,chr11,82897139,82910687,K562_MPT_2503,ENSG00000137494.9,ANKRD42,protein_coding,6,0.00863,K562,KARR-seq
chr3,138392645,138415675,K562_TE_15211,chr13,114139809,114150358,K562_MPT_3651,ENSG00000150401.10,DCUN1D2,protein_coding,6,0.00863,K562,KARR-seq
chr1,15093392,15127998,K562_SE_7,chr17,36868677,36896849,K562_MPT_5472,ENSG00000056661.9,PCGF2,protein_coding,6,0.00863,K562,KARR-seq
chr4,40665,63940,K562_TE_15724,chr21,30440672,30454954,K562_MPT_8407,ENSG00000156265.11,MAP3K7CL,protein_coding,6,0.00863,K562,KARR-seq
chr2,171992468,172012441,K562_TE_12304,chr10,120920054,120930179,K562_MPT_1908,ENSG00000183605.12,SFXN4,protein_coding,6,0.00863,K562,KARR-seq
chr15,40169494,40199815,K562_TE_7148,chr7,100194800,100215179,K562_MPT_11922,ENSG00000224729.4,PCOLCE-AS1,lncRNA,6,0.00863,K562,KARR-seq
chr16,81462833,81519190,K562_SE_278,chr16,2241526,2278717,K562_MPT_4631,ENSG00000167965.13,MLST8,protein_coding,6,0.00863,K562,KARR-seq
chr10,80838127,80960447,K562_SE_148,chr14,68152084,68167531,K562_MPT_3891,ENSG00000258466.1,RP11-1012A1.4,protein_coding,6,0.00863,K562,KARR-seq
chr1,65932715,66006608,K562_SE_48,chr1,114466814,114478350,K562_MPT_758,ENSG00000235527.2,RP5-1073O3.7,lncRNA,6,0.00863,K562,KARR-seq
chr8,48420518,48472268,K562_TE_21089,chr9,91921113,91945875,K562_MPT_12925,ENSG00000187742.10,SECISBP2,protein_coding,6,0.00863,K562,KARR-seq
chr11,57060493,57083741,K562_TE_3942,chr19,8266620,8279518,K562_MPT_6323,ENSG00000090661.7,CERS4,protein_coding,6,0.00863,K562,KARR-seq
chr21,38744669,38835594,K562_SE_428,chr15,23081301,23105005,K562_MPT_4105,ENSG00000259425.1,RP11-566K19.5,pseudogene,6,0.00863,K562,KARR-seq
chr12,46771502,46800832,K562_SE_202,chr4,74119039,74134677,K562_MPT_9832,ENSG00000132466.13,ANKRD17,protein_coding,6,0.00863,K562,KARR-seq
chr16,85548387,85639758,K562_SE_284,chr8,95560688,95570950,K562_MPT_12509,ENSG00000164944.7,KIAA1429,protein_coding,6,0.00863,K562,KARR-seq
chr7,102608372,102634363,K562_SE_658,chr7,100459760,100499222,K562_MPT_11930,ENSG00000087077.7,TRIP6,protein_coding,6,0.00863,K562,KARR-seq
chr8,10616769,10677423,K562_TE_20811,chr19,53068526,53078917,K562_MPT_6958,ENSG00000167562.7,ZNF701,protein_coding,6,0.00863,K562,KARR-seq
chr20,39651973,39716249,K562_SE_406,chr4,25157020,25167285,K562_MPT_9726,ENSG00000109618.7,SEPSECS,protein_coding,6,0.00863,K562,KARR-seq
chr7,139608915,139620010,K562_SE_670,chr1,154970127,154980295,K562_MPT_941,ENSG00000160685.9,ZBTB7B,protein_coding,6,0.00863,K562,KARR-seq
chr4,48170420,48265152,K562_SE_511,chr19,10357577,10370296,K562_MPT_6355,ENSG00000105364.9,MRPL4,protein_coding,6,0.00863,K562,KARR-seq
chr18,12607255,12641086,K562_TE_9828,chr21,45204394,45214394,K562_MPT_8484,ENSG00000160214.8,RRP1,protein_coding,6,0.00863,K562,KARR-seq
chr8,28208725,28225949,K562_TE_20946,chr7,28844026,28854026,K562_MPT_11632,ENSG00000146592.12,CREB5,protein_coding,6,0.00863,K562,KARR-seq
chr2,127391719,127435182,K562_SE_381,chr22,20900274,20910294,K562_MPT_8568,ENSG00000099917.13,MED15,protein_coding,6,0.00863,K562,KARR-seq
chr1,224003589,224028500,K562_TE_2175,chr6,3015388,3030025,K562_MPT_10770,ENSG00000261015.1,RP1-90J20.11,lncRNA,6,0.00863,K562,KARR-seq
