gene_chr	gene_chr_start	gene_chr_end	ENSG	gene_id	gene_type	strand	promoter_chr	promoter_chr_start	promoter_chr_end	promoter_id	enhancer_chr	enhancer_chr_start	enhancer_chr_end	enhancer_id	reads_count	P-value	cell_line	methods
chr5	115420688	115748459	ENSG00000145781.4	COMMD10	protein_coding	+	chr5	115415688	115431776	K562_MPT_10449	chr17	47803189	47835401	K562_TE_9267	2	1.30e-1	K562	KARR-seq
chr5	115419504	115421113	ENSG00000271918.1	CTD-2287O16.5	lncRNA	-	chr5	115415688	115431776	K562_MPT_10449	chr17	47803189	47835401	K562_TE_9267	2	1.30e-1	K562	KARR-seq
chr5	141000443	141016437	ENSG00000171720.5	HDAC3	protein_coding	-	chr5	141011400	141022009	K562_MPT_10564	chr11	12257574	12312466	K562_TE_3668	2	1.37e-1	K562	KARR-seq
chr5	141016517	141020644	ENSG00000164620.4	RELL2	protein_coding	+	chr5	141011400	141022009	K562_MPT_10564	chr11	12257574	12312466	K562_TE_3668	2	1.37e-1	K562	KARR-seq
chr5	43484061	43509458	ENSG00000249492.1	RP11-159F24.3	lncRNA	+	chr5	43478938	43489174	K562_MPT_10244	chr20	16391313	16399492	K562_TE_12997	2	6.53e-2	K562	KARR-seq
chr5	43444354	43483995	ENSG00000151881.10	C5orf28	protein_coding	-	chr5	43478938	43489174	K562_MPT_10244	chr20	16391313	16399492	K562_TE_12997	2	6.53e-2	K562	KARR-seq
chr5	137801179	137805004	ENSG00000120738.7	EGR1	protein_coding	+	chr5	137796179	137814433	K562_MPT_10532	chr20	31060812	31117884	K562_TE_13094	2	1.69e-1	K562	KARR-seq
chr5	137809433	137810050	ENSG00000241458.1	RP11-461O14.1	pseudogene	+	chr5	137796179	137814433	K562_MPT_10532	chr20	31060812	31117884	K562_TE_13094	2	1.69e-1	K562	KARR-seq
chr7	6749759	6793493	ENSG00000187953.6	PMS2CL	pseudogene	+	chr7	6741474	6754759	K562_MPT_11554	chr2	38904689	38936285	K562_TE_11318	2	1.69e-1	K562	KARR-seq
chr7	6728064	6746554	ENSG00000164631.14	ZNF12	protein_coding	-	chr7	6741474	6754759	K562_MPT_11554	chr2	38904689	38936285	K562_TE_11318	2	1.69e-1	K562	KARR-seq
chr4	39455744	39460568	ENSG00000163682.11	RPL9	protein_coding	-	chr4	39454302	39465692	K562_MPT_9755	chr1	89996110	90030257	K562_SE_50	2	1.69e-1	K562	KARR-seq
chr4	39460620	39479273	ENSG00000121897.9	LIAS	protein_coding	+	chr4	39454302	39465692	K562_MPT_9755	chr1	89996110	90030257	K562_SE_50	2	1.69e-1	K562	KARR-seq
chr16	85645015	85709810	ENSG00000131149.13	GSE1	protein_coding	+	chr16	85640015	85651958	K562_MPT_5120	chr16	11165694	11266246	K562_TE_7960	2	1.69e-1	K562	KARR-seq
chr4	77035812	77069668	ENSG00000138750.10	NUP54	protein_coding	-	chr4	77064550	77074668	K562_MPT_9851	chr5	142721836	142742725	K562_TE_17688	2	7.41e-2	K562	KARR-seq
chr1	8042941	8043043	ENSG00000200344.1	Y_RNA	misc_RNA	-	chr6	31457658	31470922	K562_MPT_10972	chr1	111421726	111441927	K562_SE_55	2	9.30e-2	K562	KARR-seq
chr6	31462658	31478901	ENSG00000204516.5	MICB	protein_coding	+	chr6	31457658	31470922	K562_MPT_10972	chr1	111421726	111441927	K562_SE_55	2	9.30e-2	K562	KARR-seq
chr1	161129240	161135513	ENSG00000143258.11	USP21	protein_coding	+	chr1	161118542	161152287	K562_MPT_1019	chr19	50803261	50820078	K562_TE_10848	2	1.69e-1	K562	KARR-seq
chr1	161136200	161147803	ENSG00000143224.13	PPOX	protein_coding	+	chr1	161118542	161152287	K562_MPT_1019	chr19	50803261	50820078	K562_TE_10848	2	1.69e-1	K562	KARR-seq
chr1	161122566	161128646	ENSG00000143222.7	UFC1	protein_coding	+	chr1	161118542	161152287	K562_MPT_1019	chr19	50803261	50820078	K562_TE_10848	2	1.69e-1	K562	KARR-seq
chr1	161141100	161147287	ENSG00000158850.10	B4GALT3	protein_coding	-	chr1	161118542	161152287	K562_MPT_1019	chr19	50803261	50820078	K562_TE_10848	2	1.69e-1	K562	KARR-seq
chr1	161123550	161129139	ENSG00000224985.1	RP11-297K8.2	lncRNA	-	chr1	161118542	161152287	K562_MPT_1019	chr19	50803261	50820078	K562_TE_10848	2	1.69e-1	K562	KARR-seq
chr9	35658301	35661508	ENSG00000159884.7	CCDC107	protein_coding	+	chr9	35637511	35674610	K562_MPT_12795	chr1	65724685	65762997	K562_SE_47	2	1.69e-1	K562	KARR-seq
chr9	35642511	35643514	ENSG00000231393.1	RP11-331F9.3	lncRNA	+	chr9	35637511	35674610	K562_MPT_12795	chr1	65724685	65762997	K562_SE_47	2	1.69e-1	K562	KARR-seq
chr9	35658872	35675863	ENSG00000137135.13	ARHGEF39	protein_coding	-	chr9	35637511	35674610	K562_MPT_12795	chr1	65724685	65762997	K562_SE_47	2	1.69e-1	K562	KARR-seq
chr9	35646267	35647096	ENSG00000227933.1	RP11-331F9.4	lncRNA	+	chr9	35637511	35674610	K562_MPT_12795	chr1	65724685	65762997	K562_SE_47	2	1.69e-1	K562	KARR-seq
chr9	35649292	35650937	ENSG00000137078.4	SIT1	protein_coding	-	chr9	35637511	35674610	K562_MPT_12795	chr1	65724685	65762997	K562_SE_47	2	1.69e-1	K562	KARR-seq
chr9	35657748	35658015	ENSG00000269900.2	RMRP	lncRNA	-	chr9	35637511	35674610	K562_MPT_12795	chr1	65724685	65762997	K562_SE_47	2	1.69e-1	K562	KARR-seq
chr9	98268517	98269918	ENSG00000271155.1	RP11-435O5.5	lncRNA	+	chr9	98263517	98284339	K562_MPT_12957	chr17	64563231	64581139	K562_TE_9477	2	8.47e-2	K562	KARR-seq
chr9	98276327	98276802	ENSG00000271659.1	RP11-435O5.4	lncRNA	+	chr9	98263517	98284339	K562_MPT_12957	chr17	64563231	64581139	K562_TE_9477	2	8.47e-2	K562	KARR-seq
chr9	98205262	98279339	ENSG00000185920.11	PTCH1	protein_coding	-	chr9	98263517	98284339	K562_MPT_12957	chr17	64563231	64581139	K562_TE_9477	2	8.47e-2	K562	KARR-seq
chr17	27918721	27919259	ENSG00000264647.1	RP11-68I3.7	lncRNA	-	chr17	27905890	27926072	K562_MPT_5402	chr1	6369980	6377736	K562_TE_76	2	6.53e-2	K562	KARR-seq
chr17	27916787	27941779	ENSG00000198720.8	ANKRD13B	protein_coding	+	chr17	27905890	27926072	K562_MPT_5402	chr1	6369980	6377736	K562_TE_76	2	6.53e-2	K562	KARR-seq
chr17	27900487	27921072	ENSG00000108262.11	GIT1	protein_coding	-	chr17	27905890	27926072	K562_MPT_5402	chr1	6369980	6377736	K562_TE_76	2	6.53e-2	K562	KARR-seq
chr16	88941266	89043612	ENSG00000129993.10	CBFA2T3	protein_coding	-	chr16	89038401	89055440	K562_MPT_5146	chr1	246494127	246536238	K562_TE_2399	2	1.69e-1	K562	KARR-seq
chr16	89050440	89061777	ENSG00000259989.1	CTD-2555A7.1	lncRNA	+	chr16	89038401	89055440	K562_MPT_5146	chr1	246494127	246536238	K562_TE_2399	2	1.69e-1	K562	KARR-seq
chr1	119573839	119683294	ENSG00000116874.7	WARS2	protein_coding	-	chr1	119677947	119688353	K562_MPT_785	chr8	130546590	130605033	K562_SE_702	2	1.69e-1	K562	KARR-seq
chr1	119683019	119818596	ENSG00000231365.1	RP11-418J17.1	lncRNA	+	chr1	119677947	119688353	K562_MPT_785	chr8	130546590	130605033	K562_SE_702	2	1.69e-1	K562	KARR-seq
chr19	2252251	2269758	ENSG00000167476.6	JSRP1	protein_coding	-	chr19	2264485	2275290	K562_MPT_6215	chr12	1731560	1732985	K562_TE_4686	2	6.61e-2	K562	KARR-seq
chr19	2269485	2273487	ENSG00000104904.8	OAZ1	protein_coding	+	chr19	2264485	2275290	K562_MPT_6215	chr12	1731560	1732985	K562_TE_4686	2	6.61e-2	K562	KARR-seq
chr17	74620843	74639920	ENSG00000070526.10	ST6GALNAC1	protein_coding	-	chr17	74634742	74644920	K562_MPT_5848	chr17	37685215	37695308	K562_TE_9084	2	6.53e-2	K562	KARR-seq
chr1	40810522	40888998	ENSG00000084070.7	SMAP2	protein_coding	+	chr1	40834369	40845320	K562_MPT_426	chr8	21765506	21829522	K562_SE_680	2	1.69e-1	K562	KARR-seq
chr21	18884700	18965897	ENSG00000154639.14	CXADR	protein_coding	+	chr21	18879700	18890448	K562_MPT_8388	chr9	130749401	130770602	K562_TE_22490	2	6.53e-2	K562	KARR-seq
chr8	124412822	124414335	ENSG00000254294.1	IMPDH1P6	pseudogene	+	chr8	124403705	124417822	K562_MPT_12595	chr7	2449123	2454806	K562_TE_19401	2	6.84e-2	K562	KARR-seq
chr8	124332090	124428590	ENSG00000156802.8	ATAD2	protein_coding	-	chr8	124403705	124417822	K562_MPT_12595	chr7	2449123	2454806	K562_TE_19401	2	6.84e-2	K562	KARR-seq
chr6	3231637	3303607	ENSG00000180822.7	PSMG4	protein_coding	+	chr6	3254128	3264294	K562_MPT_10777	chr3	20092777	20123122	K562_TE_14441	2	9.35e-2	K562	KARR-seq
chr20	43160426	43252888	ENSG00000168734.9	PKIG	protein_coding	+	chr20	43237949	43253126	K562_MPT_8221	chr15	40713947	40724889	K562_TE_7157	2	6.53e-2	K562	KARR-seq
chr20	43234346	43248126	ENSG00000269605.1	Z97053.1	protein_coding	-	chr20	43237949	43253126	K562_MPT_8221	chr15	40713947	40724889	K562_TE_7157	2	6.53e-2	K562	KARR-seq
chr16	11844442	11891123	ENSG00000122299.7	ZC3H7A	protein_coding	-	chr16	11885383	11896123	K562_MPT_4714	chr8	102084113	102172108	K562_SE_692	2	6.71e-2	K562	KARR-seq
chr7	99014362	99063787	ENSG00000106246.13	PTCD1	protein_coding	-	chr7	99053152	99075535	K562_MPT_11901	chr21	38744669	38835594	K562_SE_428	2	1.69e-1	K562	KARR-seq
chr7	99070464	99101273	ENSG00000198556.9	ZNF789	protein_coding	+	chr7	99053152	99075535	K562_MPT_11901	chr21	38744669	38835594	K562_SE_428	2	1.69e-1	K562	KARR-seq
chr7	99046098	99063954	ENSG00000241468.3	ATP5J2	protein_coding	-	chr7	99053152	99075535	K562_MPT_11901	chr21	38744669	38835594	K562_SE_428	2	1.69e-1	K562	KARR-seq
chr7	4683388	4811074	ENSG00000164916.9	FOXK1	protein_coding	+	chr7	4775490	4785490	K562_MPT_11525	chr20	56975923	57009005	K562_TE_13390	2	1.60e-1	K562	KARR-seq
chr6	88384790	88411927	ENSG00000135334.8	AKIRIN2	protein_coding	-	chr6	88406927	88416927	K562_MPT_11216	chr17	29634922	29641940	K562_TE_8987	2	6.53e-2	K562	KARR-seq
chr2	201170604	201346986	ENSG00000196141.8	SPATS2L	protein_coding	+	chr2	201165604	201178673	K562_MPT_7816	chr3	52684399	52688658	K562_TE_14736	2	6.53e-2	K562	KARR-seq
chr6	147163037	147525750	ENSG00000233452.2	STXBP5-AS1	lncRNA	-	chr6	147518603	147532110	K562_MPT_11407	chr4	186255469	186281521	K562_TE_16770	2	1.69e-1	K562	KARR-seq
chr6	147525561	147706866	ENSG00000164506.10	STXBP5	protein_coding	+	chr6	147518603	147532110	K562_MPT_11407	chr4	186255469	186281521	K562_TE_16770	2	1.69e-1	K562	KARR-seq
chr19	18642561	18654887	ENSG00000105701.11	FKBP8	protein_coding	-	chr19	18643514	18659887	K562_MPT_6528	chr20	5511863	5531582	K562_TE_12964	2	6.53e-2	K562	KARR-seq
chr19	18529674	18545372	ENSG00000130511.11	SSBP4	protein_coding	+	chr19	18524674	18535913	K562_MPT_6525	chr12	121661617	121662080	K562_TE_5702	2	6.53e-2	K562	KARR-seq
chr19	55517561	55559454	ENSG00000267265.1	CTC-550B14.7	lncRNA	+	chr19	55533990	55554632	K562_MPT_6998	chr10	51731234	51742137	K562_TE_2858	2	1.69e-1	K562	KARR-seq
chr19	55525073	55549632	ENSG00000088053.7	GP6	protein_coding	-	chr19	55533990	55554632	K562_MPT_6998	chr10	51731234	51742137	K562_TE_2858	2	1.69e-1	K562	KARR-seq
chr19	7991603	8008805	ENSG00000104980.3	TIMM44	protein_coding	-	chr19	8003536	8013805	K562_MPT_6319	chr5	77044132	77053605	K562_TE_17221	2	8.12e-2	K562	KARR-seq
chr19	1021521	1021627	ENSG00000207357.1	RNU6-2	snRNA	+	chr19	1008339	1047661	K562_MPT_6178	chr21	36270273	36415020	K562_SE_426	2	1.69e-1	K562	KARR-seq
chr19	1038726	1039063	ENSG00000267020.1	AC011558.5	lncRNA	-	chr19	1008339	1047661	K562_MPT_6178	chr21	36270273	36415020	K562_SE_426	2	1.69e-1	K562	KARR-seq
chr19	1026298	1039068	ENSG00000064666.10	CNN2	protein_coding	+	chr19	1008339	1047661	K562_MPT_6178	chr21	36270273	36415020	K562_SE_426	2	1.69e-1	K562	KARR-seq
chr19	1009647	1021117	ENSG00000182087.8	TMEM259	protein_coding	-	chr19	1008339	1047661	K562_MPT_6178	chr21	36270273	36415020	K562_SE_426	2	1.69e-1	K562	KARR-seq
chr19	1040102	1065571	ENSG00000064687.8	ABCA7	protein_coding	+	chr19	1008339	1047661	K562_MPT_6178	chr21	36270273	36415020	K562_SE_426	2	1.69e-1	K562	KARR-seq
chr4	68566998	68946670	ENSG00000248049.2	UBA6-AS1	lncRNA	+	chr4	68561871	68572113	K562_MPT_9816	chrX	109379561	109445287	K562_TE_23114	2	1.69e-1	K562	KARR-seq
chr4	68478370	68566897	ENSG00000033178.8	UBA6	protein_coding	-	chr4	68561871	68572113	K562_MPT_9816	chrX	109379561	109445287	K562_TE_23114	2	1.69e-1	K562	KARR-seq
chr19	14676890	14682874	ENSG00000099795.2	NDUFB7	protein_coding	-	chr19	14677874	14687874	K562_MPT_6458	chr1	201672203	201708832	K562_TE_1948	2	6.53e-2	K562	KARR-seq
chr2	201980827	202041410	ENSG00000003402.15	CFLAR	protein_coding	+	chr2	201975827	202002707	K562_MPT_7825	chr2	46777896	46778958	K562_TE_11399	2	6.84e-2	K562	KARR-seq
chr7	99014362	99063787	ENSG00000106246.13	PTCD1	protein_coding	-	chr7	99053152	99075535	K562_MPT_11901	chr12	122028434	122102630	K562_TE_5713	2	1.65e-1	K562	KARR-seq
chr7	99070464	99101273	ENSG00000198556.9	ZNF789	protein_coding	+	chr7	99053152	99075535	K562_MPT_11901	chr12	122028434	122102630	K562_TE_5713	2	1.65e-1	K562	KARR-seq
chr7	99046098	99063954	ENSG00000241468.3	ATP5J2	protein_coding	-	chr7	99053152	99075535	K562_MPT_11901	chr12	122028434	122102630	K562_TE_5713	2	1.65e-1	K562	KARR-seq
chr7	64451187	64467121	ENSG00000213462.4	ERV3-1	protein_coding	-	chr7	64462031	64472031	K562_MPT_11752	chr20	54991986	55023801	K562_SE_417	2	1.69e-1	K562	KARR-seq
chr9	123617977	123639606	ENSG00000119403.9	PHF19	protein_coding	-	chr9	123625900	123644606	K562_MPT_13064	chrX	123102032	123128339	K562_TE_23190	2	1.69e-1	K562	KARR-seq
chr1	179050512	179067158	ENSG00000186283.9	TOR3A	protein_coding	+	chr1	179045512	179059507	K562_MPT_1113	chr12	32442847	32463167	K562_TE_4945	2	6.53e-2	K562	KARR-seq
chr19	804940	805001	ENSG00000265767.1	MIR4745	miRNA	+	chr19	792075	809940	K562_MPT_6171	chr9	123526850	123550395	K562_TE_22379	2	1.69e-1	K562	KARR-seq
chr19	797075	812327	ENSG00000011304.12	PTBP1	protein_coding	+	chr19	792075	809940	K562_MPT_6171	chr9	123526850	123550395	K562_TE_22379	2	1.69e-1	K562	KARR-seq
chr17	37219556	37310647	ENSG00000161381.9	PLXDC1	protein_coding	-	chr17	37302902	37315647	K562_MPT_5480	chr15	29209810	29262246	K562_TE_7047	2	1.69e-1	K562	KARR-seq
chr5	170813660	170813764	ENSG00000264249.1	MIR3912	miRNA	-	chr5	170808764	170819885	K562_MPT_10660	chr15	64813114	64828683	K562_TE_7418	2	1.69e-1	K562	KARR-seq
chr5	170814120	170838141	ENSG00000181163.9	NPM1	protein_coding	+	chr5	170808764	170819885	K562_MPT_10660	chr15	64813114	64828683	K562_TE_7418	2	1.69e-1	K562	KARR-seq
chr5	174904065	174956745	ENSG00000164466.8	SFXN1	protein_coding	+	chr5	174899065	174916195	K562_MPT_10681	chr5	53655037	53656041	K562_TE_17014	2	6.53e-2	K562	KARR-seq
chr5	174910598	174911195	ENSG00000270839.1	CTC-571O20.1	pseudogene	-	chr5	174899065	174916195	K562_MPT_10681	chr5	53655037	53656041	K562_TE_17014	2	6.53e-2	K562	KARR-seq
chr11	61066923	61110068	ENSG00000167986.9	DDB1	protein_coding	-	chr11	61094858	61116393	K562_MPT_2247	chr12	94121091	94218632	K562_SE_205	2	1.69e-1	K562	KARR-seq
chr11	61100682	61120767	ENSG00000149476.10	DAK	protein_coding	+	chr11	61094858	61116393	K562_MPT_2247	chr12	94121091	94218632	K562_SE_205	2	1.69e-1	K562	KARR-seq
chr11	34460472	34493609	ENSG00000121691.4	CAT	protein_coding	+	chr11	34447427	34465472	K562_MPT_2150	chr1	150718704	150721955	K562_TE_1440	2	6.53e-2	K562	KARR-seq
chr11	34452427	34453196	ENSG00000216708.1	CIR1P3	pseudogene	+	chr11	34447427	34465472	K562_MPT_2150	chr1	150718704	150721955	K562_TE_1440	2	6.53e-2	K562	KARR-seq
chr15	89787180	89860492	ENSG00000140525.13	FANCI	protein_coding	+	chr15	89782180	89792265	K562_MPT_4527	chr2	191050622	191064943	K562_TE_12453	2	8.12e-2	K562	KARR-seq
chr11	64546426	64546877	ENSG00000269038.1	AP001462.6	lncRNA	+	chr11	64540232	64551426	K562_MPT_2307	chr11	65167965	65217131	K562_SE_178	2	1.69e-1	K562	KARR-seq
chr11	64532078	64546258	ENSG00000168066.16	SF1	protein_coding	-	chr11	64540232	64551426	K562_MPT_2307	chr11	65167965	65217131	K562_SE_178	2	1.69e-1	K562	KARR-seq
chr12	110810705	110841535	ENSG00000196510.8	ANAPC7	protein_coding	-	chr12	110836535	110846535	K562_MPT_3253	chr22	22004612	22012809	K562_SE_438	2	6.85e-2	K562	KARR-seq
chr2	220378892	220403494	ENSG00000072182.8	ASIC4	protein_coding	+	chr2	220374052	220386599	K562_MPT_7903	chr6	119624363	119665699	K562_SE_613	2	1.69e-1	K562	KARR-seq
chr2	220346795	220381599	ENSG00000227432.1	AC053503.11	lncRNA	-	chr2	220374052	220386599	K562_MPT_7903	chr6	119624363	119665699	K562_SE_613	2	1.69e-1	K562	KARR-seq
chr1	32372022	32410457	ENSG00000184007.13	PTP4A2	protein_coding	-	chr1	32393621	32413177	K562_MPT_332	chr12	116553715	116655574	K562_TE_5637	2	1.69e-1	K562	KARR-seq
chr1	32398621	32399576	ENSG00000228634.1	RP4-534N18.2	lncRNA	+	chr1	32393621	32413177	K562_MPT_332	chr12	116553715	116655574	K562_TE_5637	2	1.69e-1	K562	KARR-seq
chr1	29213603	29446553	ENSG00000159023.14	EPB41	protein_coding	+	chr1	29236091	29246091	K562_MPT_312	chr7	103434699	103453071	K562_TE_20232	2	6.84e-2	K562	KARR-seq
chr10	104402549	104403897	ENSG00000272933.1	RP11-47A8.5	lncRNA	-	chr10	104398897	104409644	K562_MPT_1859	chr2	12415631	12466782	K562_SE_355	2	1.69e-1	K562	KARR-seq
chr10	104404253	104418164	ENSG00000171206.9	TRIM8	protein_coding	+	chr10	104398897	104409644	K562_MPT_1859	chr2	12415631	12466782	K562_SE_355	2	1.69e-1	K562	KARR-seq
chr22	45704849	45737836	ENSG00000100376.7	FAM118A	protein_coding	+	chr22	45699863	45719672	K562_MPT_8819	chr17	26380045	26454449	K562_TE_8935	2	1.69e-1	K562	KARR-seq
chr8	110346553	110358182	ENSG00000120533.8	ENY2	protein_coding	+	chr8	110337163	110351614	K562_MPT_12574	chr6	5206011	5216543	K562_TE_18056	2	7.74e-2	K562	KARR-seq
chr8	110253148	110346614	ENSG00000120526.6	NUDCD1	protein_coding	-	chr8	110337163	110351614	K562_MPT_12574	chr6	5206011	5216543	K562_TE_18056	2	7.74e-2	K562	KARR-seq
chr6	26124373	26139344	ENSG00000180573.8	HIST1H2AC	protein_coding	+	chr6	26119138	26129431	K562_MPT_10875	chr3	16327422	16361768	K562_TE_14416	2	9.83e-2	K562	KARR-seq
chr6	26115101	26124154	ENSG00000180596.7	HIST1H2BC	protein_coding	-	chr6	26119138	26129431	K562_MPT_10875	chr3	16327422	16361768	K562_TE_14416	2	9.83e-2	K562	KARR-seq
chr11	68228186	68382802	ENSG00000110075.10	PPP6R3	protein_coding	+	chr11	68223186	68233281	K562_MPT_2398	chr3	195413396	195443188	K562_TE_15665	2	1.69e-1	K562	KARR-seq
chr12	21788276	21910791	ENSG00000111716.8	LDHB	protein_coding	-	chr12	21805296	21815776	K562_MPT_2823	chr8	130546590	130605033	K562_SE_702	2	1.69e-1	K562	KARR-seq
chr19	49654455	49658681	ENSG00000130528.7	HRC	protein_coding	-	chr19	49641241	49666099	K562_MPT_6889	chr22	41991108	42005550	K562_TE_14162	2	9.87e-2	K562	KARR-seq
chr19	49622646	49654283	ENSG00000177380.9	PPFIA3	protein_coding	+	chr19	49641241	49666099	K562_MPT_6889	chr22	41991108	42005550	K562_TE_14162	2	9.87e-2	K562	KARR-seq
chr19	49660998	49715093	ENSG00000130529.11	TRPM4	protein_coding	+	chr19	49641241	49666099	K562_MPT_6889	chr22	41991108	42005550	K562_TE_14162	2	9.87e-2	K562	KARR-seq
chr13	41506056	41635576	ENSG00000120690.9	ELF1	protein_coding	-	chr13	41551418	41561418	K562_MPT_3506	chr9	111756889	111769835	K562_TE_22308	2	6.53e-2	K562	KARR-seq
chr7	24836158	25021253	ENSG00000070882.8	OSBPL3	protein_coding	-	chr7	24952699	24962712	K562_MPT_11615	chr1	61569740	61673375	K562_SE_45	2	1.69e-1	K562	KARR-seq
chr12	48733791	48745197	ENSG00000167528.8	ZNF641	protein_coding	-	chr12	48739201	48755397	K562_MPT_2922	chr13	91998935	92021979	K562_SE_218	2	1.69e-1	K562	KARR-seq
chr12	48744728	48836194	ENSG00000257735.1	RP11-370I10.6	lncRNA	+	chr12	48739201	48755397	K562_MPT_2922	chr13	91998935	92021979	K562_SE_218	2	1.69e-1	K562	KARR-seq
chr12	48749575	48750397	ENSG00000257763.1	OR5BK1P	pseudogene	-	chr12	48739201	48755397	K562_MPT_2922	chr13	91998935	92021979	K562_SE_218	2	1.69e-1	K562	KARR-seq
chr10	135093135	135125841	ENSG00000130640.9	TUBGCP2	protein_coding	-	chr10	135111485	135127914	K562_MPT_1951	chr8	124138769	124185340	K562_SE_698	2	9.35e-2	K562	KARR-seq
chr10	135121979	135166033	ENSG00000198546.10	ZNF511	protein_coding	+	chr10	135111485	135127914	K562_MPT_1951	chr8	124138769	124185340	K562_SE_698	2	9.35e-2	K562	KARR-seq
chr16	28986125	29002096	ENSG00000261067.2	RP11-264B17.3	lncRNA	+	chr16	28980542	28995145	K562_MPT_4824	chr16	89607200	89608186	K562_TE_8655	2	6.53e-2	K562	KARR-seq
chr16	28986294	28990145	ENSG00000260367.1	RP11-264B17.4	lncRNA	-	chr16	28980542	28995145	K562_MPT_4824	chr16	89607200	89608186	K562_TE_8655	2	6.53e-2	K562	KARR-seq
chr16	28985542	28995869	ENSG00000169682.13	SPNS1	protein_coding	+	chr16	28980542	28995145	K562_MPT_4824	chr16	89607200	89608186	K562_TE_8655	2	6.53e-2	K562	KARR-seq
chr9	127640646	127710771	ENSG00000136935.9	GOLGA1	protein_coding	-	chr9	127698378	127708378	K562_MPT_13094	chr1	90329507	90423245	K562_SE_51	2	1.69e-1	K562	KARR-seq
chr10	5855948	5856404	ENSG00000272764.1	RP11-318E3.9	lncRNA	+	chr10	5850350	5861292	K562_MPT_1458	chr4	39971643	39973381	K562_TE_15975	2	6.53e-2	K562	KARR-seq
chr10	5807186	5884095	ENSG00000057608.12	GDI2	protein_coding	-	chr10	5850350	5861292	K562_MPT_1458	chr4	39971643	39973381	K562_TE_15975	2	6.53e-2	K562	KARR-seq
chr17	27281919	27333458	ENSG00000063015.15	SEZ6	protein_coding	-	chr17	27271875	27288457	K562_MPT_5395	chr8	91171169	91256982	K562_SE_690	2	1.69e-1	K562	KARR-seq
chr17	27232268	27278789	ENSG00000109118.9	PHF12	protein_coding	-	chr17	27271875	27288457	K562_MPT_5395	chr8	91171169	91256982	K562_SE_690	2	1.69e-1	K562	KARR-seq
chr6	27798952	27799305	ENSG00000197914.2	HIST1H4K	protein_coding	-	chr6	27769853	27811440	K562_MPT_10912	chr2	27812872	27821880	K562_TE_11205	2	1.69e-1	K562	KARR-seq
chr6	27775899	27776429	ENSG00000196747.3	HIST1H2AI	protein_coding	+	chr6	27769853	27811440	K562_MPT_10912	chr2	27812872	27821880	K562_TE_11205	2	1.69e-1	K562	KARR-seq
chr6	27777842	27778314	ENSG00000203813.4	HIST1H3H	protein_coding	+	chr6	27769853	27811440	K562_MPT_10912	chr2	27812872	27821880	K562_TE_11205	2	1.69e-1	K562	KARR-seq
chr6	27774853	27775117	ENSG00000217862.2	HIST1H4PS1	pseudogene	+	chr6	27769853	27811440	K562_MPT_10912	chr2	27812872	27821880	K562_TE_11205	2	1.69e-1	K562	KARR-seq
chr6	27791884	27792257	ENSG00000197238.3	HIST1H4J	protein_coding	+	chr6	27769853	27811440	K562_MPT_10912	chr2	27812872	27821880	K562_TE_11205	2	1.69e-1	K562	KARR-seq
chr6	27782822	27783267	ENSG00000196374.5	HIST1H2BM	protein_coding	+	chr6	27769853	27811440	K562_MPT_10912	chr2	27812872	27821880	K562_TE_11205	2	1.69e-1	K562	KARR-seq
chr6	27782112	27782607	ENSG00000182611.3	HIST1H2AJ	protein_coding	-	chr6	27769853	27811440	K562_MPT_10912	chr2	27812872	27821880	K562_TE_11205	2	1.69e-1	K562	KARR-seq
chr6	27806323	27823487	ENSG00000233822.3	HIST1H2BN	protein_coding	+	chr6	27769853	27811440	K562_MPT_10912	chr2	27812872	27821880	K562_TE_11205	2	1.69e-1	K562	KARR-seq
chr6	27805658	27806117	ENSG00000184348.2	HIST1H2AK	protein_coding	-	chr6	27769853	27811440	K562_MPT_10912	chr2	27812872	27821880	K562_TE_11205	2	1.69e-1	K562	KARR-seq
chr6	27775257	27775709	ENSG00000185130.4	HIST1H2BL	protein_coding	-	chr6	27769853	27811440	K562_MPT_10912	chr2	27812872	27821880	K562_TE_11205	2	1.69e-1	K562	KARR-seq
chr17	72744791	72765492	ENSG00000109062.5	SLC9A3R1	protein_coding	+	chr17	72739752	72750051	K562_MPT_5802	chr7	32762232	32787946	K562_TE_19690	2	6.53e-2	K562	KARR-seq
chr17	72743458	72745051	ENSG00000266036.1	MIR3615	lncRNA	-	chr17	72739752	72750051	K562_MPT_5802	chr7	32762232	32787946	K562_TE_19690	2	6.53e-2	K562	KARR-seq
chr16	90014333	90034468	ENSG00000140995.12	DEF8	protein_coding	+	chr16	90009333	90025580	K562_MPT_5163	chr1	15143311	15167615	K562_TE_195	2	6.53e-2	K562	KARR-seq
