pair_id,enhancer_chr,enhancer_chr_start,enhancer_chr_end,enhancer_id,promoter_chr,promoter_chr_start,promoter_chr_end,promoter_id,ENSG,gene_id,gene_type,reads_count,P-value,cell_line,methods,interaction_type
K562_EP_2284,chr6,4837078,4880558,K562_TE_18048,chr17,33441565,33453598,K562_MPT_5440,ENSG00000073598.5,FNDC8,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2285,chr1,16965641,17015108,K562_SE_13,chr10,105721959,105739572,K562_MPT_1872,ENSG00000266754.1,RN7SL524P,misc_RNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2286,chr6,5206011,5216543,K562_TE_18056,chr19,33177656,33187867,K562_MPT_6600,ENSG00000213965.3,NUDT19,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2287,chr4,79684477,79738669,K562_TE_16199,chrX,154436916,154449643,K562_MPT_13725,ENSG00000224978.1,RP13-228J13.9,pseudogene,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2288,chr5,134434411,134609091,K562_SE_545,chr3,13023536,13033536,K562_MPT_8909,ENSG00000144711.9,IQSEC1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2289,chr8,61636482,61681180,K562_TE_21168,chr2,242249515,242261476,K562_MPT_7978,ENSG00000168385.13,SEPT2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2290,chr8,56872962,56886802,K562_TE_21136,chr22,22891603,22906750,K562_MPT_8599,ENSG00000220891.1,LL22NC03-63E9.3,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2291,chr6,125490079,125496092,K562_TE_18980,chr11,76086986,76097849,K562_MPT_2470,ENSG00000179240.4,RP11-111M22.2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2292,chr3,38040839,38062790,K562_SE_460,chr1,26600667,26611613,K562_MPT_256,ENSG00000142669.9,SH3BGRL3,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2293,chr5,19097693,19100168,K562_TE_16886,chr7,45138839,45156646,K562_MPT_11714,ENSG00000136270.9,TBRG4,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2294,chr8,105587159,105595428,K562_TE_21451,chr4,44723540,44733612,K562_MPT_9772,ENSG00000163281.7,GNPDA2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2295,chr9,136112608,136160631,K562_SE_735,chr10,120933345,120943345,K562_MPT_1909,ENSG00000165672.5,PRDX3,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2296,chr8,27177323,27234062,K562_SE_682,chr4,6687246,6699796,K562_MPT_9682,ENSG00000246526.2,RP11-539L10.2,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2297,chr2,168701147,168710637,K562_TE_12247,chr8,144669339,144705218,K562_MPT_12674,ENSG00000179886.4,TIGD5,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2298,chr1,206822526,206911221,K562_SE_91,chr2,75933018,75943115,K562_MPT_7418,ENSG00000005436.9,GCFC2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2299,chr7,23384994,23417440,K562_TE_19587,chr11,77845304,77855861,K562_MPT_2489,ENSG00000246174.3,KCTD21-AS1,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2300,chr7,16758533,16785083,K562_TE_19532,chr11,46129769,46147985,K562_MPT_2181,ENSG00000263539.1,AC024475.1,miRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2301,chr17,62278398,62281320,K562_TE_9442,chr5,137872400,137887992,K562_MPT_10533,ENSG00000120705.8,ETF1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2302,chr8,144821376,144827158,K562_TE_21704,chr1,24962722,24980417,K562_MPT_236,ENSG00000133226.12,SRRM1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2303,chr1,16965641,17015108,K562_SE_13,chr3,49717416,49731990,K562_MPT_9077,ENSG00000259970.1,AC099668.5,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2304,chr12,25043466,25109549,K562_TE_4877,chr1,26319112,26337707,K562_MPT_250,ENSG00000158006.9,PAFAH2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2305,chr15,63583782,63592805,K562_TE_7393,chr1,38466177,38483451,K562_MPT_399,ENSG00000183386.5,FHL3,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2306,chr10,7330307,7360335,K562_TE_2497,chr6,33583142,33594161,K562_MPT_11008,ENSG00000096433.6,ITPR3,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2307,chr16,48407446,48413964,K562_TE_8297,chr9,114418615,114428615,K562_MPT_13032,ENSG00000242616.3,GNG10,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2308,chr6,119018978,119019867,K562_TE_18937,chr16,4388762,4410608,K562_MPT_4673,ENSG00000217930.3,PAM16,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2309,chr7,103519896,103563109,K562_TE_20234,chr22,39704916,39720776,K562_MPT_8751,ENSG00000209480.1,SNORD83B,snoRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2310,chr17,26793005,26803095,K562_TE_8941,chr1,29503410,29513499,K562_MPT_315,ENSG00000116350.11,SRSF4,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2311,chrX,109356851,109363215,K562_TE_23113,chr14,93793692,93804565,K562_MPT_4005,ENSG00000011114.10,BTBD7,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2312,chr17,55497606,55537159,K562_TE_9345,chr1,155154748,155219490,K562_MPT_948,ENSG00000185499.12,MUC1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2313,chr22,22170419,22216528,K562_SE_440,chr12,53684075,53699098,K562_MPT_2997,ENSG00000257605.1,RP11-680A11.5,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2314,chr5,180693294,180710269,K562_TE_17987,chr3,51529010,51539010,K562_MPT_9096,ENSG00000145041.11,VPRBP,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2315,chrX,109329982,109333488,K562_TE_23112,chr5,10303138,10313138,K562_MPT_10172,ENSG00000164237.4,CMBL,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2316,chr17,77782423,77825051,K562_SE_320,chr1,23484197,23509301,K562_MPT_216,ENSG00000252578.1,RNU6-135P,snRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2317,chr2,183874247,183898303,K562_TE_12406,chr19,4375289,4385289,K562_MPT_6267,ENSG00000141985.5,SH3GL1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2318,chr1,65724685,65762997,K562_SE_47,chr5,61694725,61719711,K562_MPT_10279,ENSG00000086200.12,IPO11,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2319,chr16,22364460,22381026,K562_TE_8124,chr22,19837339,19847462,K562_MPT_8548,ENSG00000215012.4,C22orf29,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2320,chr15,57311882,57328486,K562_TE_7343,chr1,31186351,31201434,K562_MPT_318,ENSG00000186056.5,MATN1-AS1,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2321,chr3,38214395,38224287,K562_TE_14543,chr5,16460901,16470901,K562_MPT_10184,ENSG00000173545.4,ZNF622,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2322,chr9,134053898,134056973,K562_TE_22556,chr7,65950046,65963773,K562_MPT_11768,ENSG00000244510.1,GS1-124K5.7,pseudogene,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2323,chr17,29471403,29475550,K562_TE_8985,chr3,135908396,135921083,K562_MPT_9356,ENSG00000174579.3,MSL2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2324,chr2,170623588,170633148,K562_TE_12277,chr21,46216689,46227492,K562_MPT_8496,ENSG00000184787.14,UBE2G2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2325,chr4,87862867,87899182,K562_TE_16269,chr14,74546150,74556659,K562_MPT_3930,ENSG00000205659.6,LIN52,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2326,chr3,65509767,65522342,K562_TE_14816,chr12,7120814,7130814,K562_MPT_2756,ENSG00000111684.6,LPCAT3,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2327,chr1,78071084,78080106,K562_TE_988,chr19,10759520,10771172,K562_MPT_6370,ENSG00000129351.13,ILF3,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2328,chr13,99612681,99675593,K562_TE_6230,chr9,124127483,124142519,K562_MPT_13070,ENSG00000148175.8,STOM,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2329,chr16,89470522,89481522,K562_TE_8653,chr3,196060259,196073586,K562_MPT_9591,ENSG00000212146.1,RNU6-910P,snRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2330,chr15,66880235,66981717,K562_SE_249,chr12,122452328,122464792,K562_MPT_3342,ENSG00000110987.4,BCL7A,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2331,chr1,26157941,26175434,K562_TE_379,chr9,123625900,123644606,K562_MPT_13064,ENSG00000119403.9,PHF19,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2332,chr13,97864398,97921839,K562_SE_220,chr7,116602526,116617965,K562_MPT_12007,ENSG00000213050.4,TPM3P1,pseudogene,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2333,chr12,122207673,122220771,K562_TE_5716,chr3,99589948,99600046,K562_MPT_9203,ENSG00000168386.14,FILIP1L,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2334,chr4,154407536,154456705,K562_TE_16621,chr11,61555033,61568412,K562_MPT_2255,ENSG00000134824.9,FADS2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2335,chr5,53821250,53827784,K562_TE_17019,chrX,63420624,63435570,K562_MPT_13469,ENSG00000184675.5,AMER1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2336,chr7,152056471,152081507,K562_TE_20689,chr16,87892245,87908094,K562_MPT_5131,ENSG00000103257.4,SLC7A5,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2337,chr1,12203889,12281299,K562_TE_179,chr17,4602335,4623884,K562_MPT_5213,ENSG00000141480.13,ARRB2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2338,chr6,147171445,147272129,K562_SE_624,chr1,207489853,207500136,K562_MPT_1233,ENSG00000196352.9,CD55,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2339,chr22,41006346,41026064,K562_TE_14143,chr9,75761673,75777570,K562_MPT_12888,ENSG00000135046.9,ANXA1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2340,chr12,45653915,45693796,K562_TE_4987,chr9,114926566,114942688,K562_MPT_13034,ENSG00000200344.1,Y_RNA,misc_RNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2341,chr17,74175055,74194783,K562_TE_9591,chr11,57524234,57536325,K562_MPT_2227,ENSG00000198561.8,CTNND1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2342,chr20,34622264,34653018,K562_SE_403,chr5,25185765,25195791,K562_MPT_10191,ENSG00000245662.2,RP11-184E9.1,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2343,chr16,12623444,12633491,K562_TE_7985,chr15,85518671,85530212,K562_MPT_4512,ENSG00000073417.10,PDE8A,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2344,chr16,24013149,24021828,K562_TE_8142,chr10,121342722,121361541,K562_MPT_1912,ENSG00000151923.13,TIAL1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2345,chr2,158753157,158801486,K562_TE_12207,chr6,111799414,111810855,K562_MPT_11284,ENSG00000231889.3,TRAF3IP2-AS1,lncRNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2346,chrX,153311772,153349307,K562_TE_23386,chr1,167518004,167528004,K562_MPT_1059,ENSG00000143162.7,CREG1,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2347,chr21,22524398,22583160,K562_SE_424,chr9,114926566,114942688,K562_MPT_13034,ENSG00000200344.1,Y_RNA,misc_RNA,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2348,chr2,169664581,169681985,K562_TE_12259,chr21,44485137,44502053,K562_MPT_8476,ENSG00000160200.13,CBS,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2349,chr21,34878137,34884188,K562_TE_13565,chr8,145647366,145658931,K562_MPT_12696,ENSG00000160948.9,VPS28,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2350,chr7,123349629,123383230,K562_TE_20396,chr20,62596218,62617488,K562_MPT_8362,ENSG00000130590.9,SAMD10,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2351,chr8,54636732,54655351,K562_TE_21116,chr6,26011607,26038796,K562_MPT_10871,ENSG00000137259.2,HIST1H2AB,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2352,chr14,59648029,59667701,K562_TE_6566,chr2,47625108,47635269,K562_MPT_7263,ENSG00000095002.8,MSH2,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2353,chr7,76109287,76118427,K562_TE_20030,chr16,81035103,81045862,K562_MPT_5089,ENSG00000166451.9,CENPN,protein_coding,8,0.00148,K562,KARR-seq,trans_cross_chromosome
K562_EP_2354,chr11,65167965,65217131,K562_SE_178,chr8,91008633,91018745,K562_MPT_12492,ENSG00000104325.2,DECR1,protein_coding,10,0.00149,K562,KARR-seq,trans_cross_chromosome
K562_EP_2355,chr1,44215053,44249975,K562_TE_670,chrX,48630385,48649981,K562_MPT_13400,ENSG00000207367.1,RNU6-29P,snRNA,8,0.00149,K562,KARR-seq,trans_cross_chromosome
K562_EP_2356,chr6,68585750,68609380,K562_SE_605,chrX,48630385,48649981,K562_MPT_13400,ENSG00000207367.1,RNU6-29P,snRNA,16,0.00151,K562,KARR-seq,trans_cross_chromosome
K562_EP_2357,chr11,65235059,65278329,K562_SE_179,chr6,149634063,149647188,K562_MPT_11411,ENSG00000055208.13,TAB2,protein_coding,13,0.00154,K562,KARR-seq,trans_cross_chromosome
K562_EP_2358,chr6,68585750,68609380,K562_SE_605,chr1,93801029,93816582,K562_MPT_664,ENSG00000117505.8,DR1,protein_coding,11,0.00154,K562,KARR-seq,trans_cross_chromosome
K562_EP_2359,chr11,65235059,65278329,K562_SE_179,chr6,166743056,166761079,K562_MPT_11471,ENSG00000233231.1,HNRNPA1P49,pseudogene,22,0.00156,K562,KARR-seq,trans_cross_chromosome
K562_EP_2360,chr16,85548387,85639758,K562_SE_284,chr4,79684653,79702532,K562_MPT_9865,ENSG00000260278.1,RP11-109G23.3,lncRNA,10,0.00156,K562,KARR-seq,trans_cross_chromosome
K562_EP_2361,chr17,44155283,44237935,K562_SE_309,chr7,135189824,135199875,K562_MPT_12087,ENSG00000080802.14,CNOT4,protein_coding,8,0.00156,K562,KARR-seq,trans_cross_chromosome
K562_EP_2362,chr1,109626153,109650176,K562_TE_1184,chrX,41187651,41198844,K562_MPT_13357,ENSG00000215301.5,DDX3X,protein_coding,8,0.00156,K562,KARR-seq,trans_cross_chromosome
K562_EP_2363,chr8,130452382,130513523,K562_TE_21615,chr7,138140079,138150180,K562_MPT_12098,ENSG00000122779.12,TRIM24,protein_coding,8,0.00156,K562,KARR-seq,trans_cross_chromosome
K562_EP_2364,chr8,128806089,129118955,K562_SE_701,chr12,57616757,57639475,K562_MPT_3063,ENSG00000200344.1,Y_RNA,misc_RNA,8,0.00157,K562,KARR-seq,trans_cross_chromosome
K562_EP_2365,chr11,65235059,65278329,K562_SE_179,chr5,158629642,158642061,K562_MPT_10636,ENSG00000253256.1,CTB-11I22.1,lncRNA,16,0.00158,K562,KARR-seq,trans_cross_chromosome
K562_EP_2366,chr10,126801223,126839727,K562_TE_3457,chr1,33277368,33288754,K562_MPT_350,ENSG00000134684.6,YARS,protein_coding,8,0.00158,K562,KARR-seq,trans_cross_chromosome
K562_EP_2367,chr6,34237593,34354985,K562_SE_593,chr3,101287939,101300791,K562_MPT_9212,ENSG00000081154.7,PCNP,protein_coding,8,0.00158,K562,KARR-seq,trans_cross_chromosome
K562_EP_2368,chr6,68585750,68609380,K562_SE_605,chr19,1587652,1597882,K562_MPT_6196,ENSG00000071655.13,MBD3,protein_coding,13,0.00159,K562,KARR-seq,trans_cross_chromosome
K562_EP_2369,chr3,69794311,69861205,K562_TE_14832,chr19,39133310,39143378,K562_MPT_6682,ENSG00000130402.7,ACTN4,protein_coding,8,0.0016,K562,KARR-seq,trans_cross_chromosome
K562_EP_2370,chr4,79505800,79594388,K562_SE_515,chr1,76246879,76267567,K562_MPT_602,ENSG00000207241.1,SNORD45A,snoRNA,8,0.0016,K562,KARR-seq,trans_cross_chromosome
K562_EP_2371,chr1,29297986,29324965,K562_TE_441,chr12,46754090,46771650,K562_MPT_2904,ENSG00000134294.9,SLC38A2,protein_coding,8,0.0016,K562,KARR-seq,trans_cross_chromosome
K562_EP_2372,chr20,30248381,30302816,K562_SE_401,chr13,79974923,79985499,K562_MPT_3597,ENSG00000227354.2,RBM26-AS1,lncRNA,8,0.0016,K562,KARR-seq,trans_cross_chromosome
K562_EP_2373,chr9,140563716,140583685,K562_TE_22645,chr7,120711632,120728867,K562_MPT_12018,ENSG00000106034.13,CPED1,protein_coding,8,0.0016,K562,KARR-seq,trans_cross_chromosome
K562_EP_2374,chr8,130546590,130605033,K562_SE_702,chr13,28019326,28029739,K562_MPT_3468,ENSG00000122033.10,MTIF3,protein_coding,8,0.0016,K562,KARR-seq,trans_cross_chromosome
K562_EP_2375,chr20,31193112,31290878,K562_SE_402,chrX,48630385,48649981,K562_MPT_13400,ENSG00000207367.1,RNU6-29P,snRNA,8,0.0016,K562,KARR-seq,trans_cross_chromosome
K562_EP_2376,chr20,54991986,55023801,K562_SE_417,chr18,12986172,12996361,K562_MPT_6008,ENSG00000101639.14,CEP192,protein_coding,8,0.0016,K562,KARR-seq,trans_cross_chromosome
K562_EP_2377,chr5,10689205,10739844,K562_SE_528,chr19,19160118,19179808,K562_MPT_6538,ENSG00000105676.9,ARMC6,protein_coding,8,0.0016,K562,KARR-seq,trans_cross_chromosome
K562_EP_2378,chr4,40665,63940,K562_TE_15724,chr10,94442945,94456612,K562_MPT_1783,ENSG00000152804.6,HHEX,protein_coding,8,0.0016,K562,KARR-seq,trans_cross_chromosome
K562_EP_2379,chr19,50803261,50820078,K562_TE_10848,chr6,27095327,27120405,K562_MPT_10900,ENSG00000198339.3,HIST1H4I,protein_coding,8,0.0016,K562,KARR-seq,trans_cross_chromosome
K562_EP_2380,chr17,16331212,16347829,K562_SE_293,chr1,185271794,185291911,K562_MPT_1153,ENSG00000273004.1,GS1-279B7.2,lncRNA,8,0.00162,K562,KARR-seq,trans_cross_chromosome
K562_EP_2381,chr16,85210066,85383708,K562_SE_282,chr12,112425800,112461608,K562_MPT_3271,ENSG00000089248.6,ERP29,protein_coding,8,0.00162,K562,KARR-seq,trans_cross_chromosome
K562_EP_2382,chr22,19383512,19412967,K562_SE_433,chr1,27015622,27027895,K562_MPT_266,ENSG00000260063.1,RP5-968P14.2,lncRNA,8,0.00162,K562,KARR-seq,trans_cross_chromosome
K562_EP_2383,chrX,11290563,11437956,K562_SE_739,chr11,64871816,64894945,K562_MPT_2318,ENSG00000149809.10,TM7SF2,protein_coding,8,0.00162,K562,KARR-seq,trans_cross_chromosome
K562_EP_2384,chr14,31441435,31465693,K562_TE_6424,chr12,57903933,57948827,K562_MPT_3069,ENSG00000175203.11,DCTN2,protein_coding,8,0.00162,K562,KARR-seq,trans_cross_chromosome
K562_EP_2385,chr15,66880235,66981717,K562_SE_249,chr19,38860176,38870697,K562_MPT_6676,ENSG00000099341.7,PSMD8,protein_coding,8,0.00162,K562,KARR-seq,trans_cross_chromosome
K562_EP_2386,chr16,81462833,81519190,K562_SE_278,chr5,88168794,88185385,K562_MPT_10378,ENSG00000081189.9,MEF2C,protein_coding,8,0.00162,K562,KARR-seq,trans_cross_chromosome
K562_EP_2387,chr18,9733561,9966563,K562_SE_328,chr11,57524234,57536325,K562_MPT_2227,ENSG00000198561.8,CTNND1,protein_coding,8,0.00162,K562,KARR-seq,trans_cross_chromosome
K562_EP_2388,chr1,109626153,109650176,K562_TE_1184,chr7,30629297,30639425,K562_MPT_11642,ENSG00000196295.7,AC005154.6,lncRNA,8,0.00162,K562,KARR-seq,trans_cross_chromosome
K562_EP_2389,chr8,130546590,130605033,K562_SE_702,chr2,172944468,172955264,K562_MPT_7719,ENSG00000144355.10,DLX1,protein_coding,8,0.00162,K562,KARR-seq,trans_cross_chromosome
K562_EP_2390,chr20,31060812,31117884,K562_TE_13094,chr22,20051685,20078581,K562_MPT_8554,ENSG00000221366.1,MIR1306,miRNA,8,0.00162,K562,KARR-seq,trans_cross_chromosome
K562_EP_2391,chr1,65724685,65762997,K562_SE_47,chr16,701194,782739,K562_MPT_4607,ENSG00000103269.9,RHBDL1,protein_coding,8,0.00162,K562,KARR-seq,trans_cross_chromosome
K562_EP_2392,chr8,130452382,130513523,K562_TE_21615,chr15,35251654,35267040,K562_MPT_4158,ENSG00000021776.6,AQR,protein_coding,8,0.00163,K562,KARR-seq,trans_cross_chromosome
K562_EP_2393,chr11,65235059,65278329,K562_SE_179,chr20,31984323,31994367,K562_MPT_8130,ENSG00000101391.16,CDK5RAP1,protein_coding,12,0.00164,K562,KARR-seq,trans_cross_chromosome
K562_EP_2394,chr11,65167965,65217131,K562_SE_178,chr9,139253171,139273133,K562_MPT_13222,ENSG00000187796.9,CARD9,protein_coding,9,0.00164,K562,KARR-seq,trans_cross_chromosome
K562_EP_2395,chr11,65167965,65217131,K562_SE_178,chr14,37636093,37647071,K562_MPT_3779,ENSG00000258708.1,SLC25A21-AS1,protein_coding,9,0.00164,K562,KARR-seq,trans_cross_chromosome
K562_EP_2396,chr20,45903009,45909933,K562_TE_13287,chr1,150516884,150544336,K562_MPT_882,ENSG00000143382.9,ADAMTSL4,protein_coding,8,0.00164,K562,KARR-seq,trans_cross_chromosome
K562_EP_2397,chr1,230208360,230327626,K562_SE_104,chr8,145723356,145759516,K562_MPT_12699,ENSG00000160959.3,LRRC14,protein_coding,8,0.00164,K562,KARR-seq,trans_cross_chromosome
K562_EP_2398,chr1,109626153,109650176,K562_TE_1184,chr20,61552821,61562855,K562_MPT_8343,ENSG00000101191.12,DIDO1,protein_coding,8,0.00164,K562,KARR-seq,trans_cross_chromosome
K562_EP_2399,chr6,15253980,15391637,K562_SE_569,chr7,139039312,139049654,K562_MPT_12104,ENSG00000273391.1,RP11-634H22.1,lncRNA,8,0.00164,K562,KARR-seq,trans_cross_chromosome
K562_EP_2400,chr10,75715341,75838968,K562_SE_145,chr3,151980829,151992344,K562_MPT_9417,ENSG00000152601.13,MBNL1,protein_coding,8,0.00164,K562,KARR-seq,trans_cross_chromosome
K562_EP_2401,chr6,15253980,15391637,K562_SE_569,chr5,176931827,176949470,K562_MPT_10705,ENSG00000146094.9,DOK3,protein_coding,8,0.00164,K562,KARR-seq,trans_cross_chromosome
K562_EP_2402,chr6,35329444,35376964,K562_TE_18403,chr10,5926535,5941349,K562_MPT_1460,ENSG00000134452.15,FBXO18,protein_coding,8,0.00164,K562,KARR-seq,trans_cross_chromosome
K562_EP_2403,chr20,29518179,29537518,K562_TE_13068,chr9,44985314,45009879,K562_MPT_12846,ENSG00000235659.1,RP11-374M1.5,lncRNA,8,0.00164,K562,KARR-seq,trans_cross_chromosome
K562_EP_2404,chr11,77962511,78043618,K562_SE_186,chr20,44986813,44998043,K562_MPT_8242,ENSG00000080189.10,SLC35C2,protein_coding,8,0.00165,K562,KARR-seq,trans_cross_chromosome
K562_EP_2405,chr1,61569740,61673375,K562_SE_45,chr11,74806636,74816636,K562_MPT_2457,ENSG00000137491.10,SLCO2B1,protein_coding,8,0.00166,K562,KARR-seq,trans_cross_chromosome
K562_EP_2406,chr15,88125985,88248068,K562_SE_253,chr2,113398267,113410279,K562_MPT_7563,ENSG00000237753.1,AC079922.3,lncRNA,8,0.00167,K562,KARR-seq,trans_cross_chromosome
K562_EP_2407,chr2,198714946,198759771,K562_TE_12512,chr1,247487547,247500045,K562_MPT_1425,ENSG00000162714.8,ZNF496,protein_coding,8,0.00169,K562,KARR-seq,trans_cross_chromosome
K562_EP_2408,chr2,12415631,12466782,K562_SE_355,chr1,12672737,12684250,K562_MPT_139,ENSG00000272482.1,RP11-474O21.5,lncRNA,8,0.00169,K562,KARR-seq,trans_cross_chromosome
